,name,location,price,rating,quality,review,bed,size,distance from centure,room_type,nights,adults,free_canelation
284,"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 6,686,023",8.0,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,1 night, 1 adult,Free cancellation
285,Mercure Hotel Berlin Zentrum Superior,"Tempelhof-Schöneberg, Berlin","IRR 3,964,758",7.5,Good,"1,010 reviews",Beds: 1 double or 2 singles,,2.7,Standard Double or Twin Room,1 night, 1 adult,
286,Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 5,967,161",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,1 night, 1 adult,Free cancellation
287,Hotel 38,"Mitte, Berlin","IRR 4,289,147",8.4,Very good,"4,509 reviews",1 single bed,,1.4,Single Room,1 night, 1 adult,
288,Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 3,003,604",7.1,Good,"7,451 reviews",Beds: 1 double or 2 singles,,3.2,Standard Double Room,1 night, 1 adult,
289,ibis budget Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 3,964,758",7.6,Good,"5,527 reviews",2 single beds,,3.2,Twin Room,1 night, 1 adult,
290,Grand Hostel Berlin Classic,"Friedrichshain-Kreuzberg, Berlin","IRR 937,125",8.1,Very good,"3,174 reviews",1 bunk bed,,2,Deluxe 6/7 Beds Dorm shared,1 night, 1 adult,
291,Hotel Central Inn am Hauptbahnhof Pension,"Mitte, Berlin","IRR 2,803,364",6.3,Review score,"2,410 reviews",1 single bed,,1.5,Economy Single Room With Shared Toilet,1 night, 1 adult,
292,ibis budget Berlin Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,742,491",7.6,Good,"5,914 reviews",1 double bed,,2.6,Standard Double Room,1 night, 1 adult,
293,Ootel.com,"Marzahn-Hellersdorf, Berlin","IRR 1,143,773",3.7,Review score,"5,332 reviews",1 single bed,,10.4,Bed in Male Dormitory Room,1 night, 1 adult,
294,City Pension Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,472,968",7.2,Good,"1,894 reviews",1 single bed,,5.1,Single Room with Private Shower and Shared Toilet,1 night, 1 adult,
295,Ibis budget Berlin Potsdamer Platz,"Friedrichshain-Kreuzberg, Berlin","IRR 4,365,238",7.5,Good,"13,230 reviews","2 beds (1 double, 1 bunk bed)",,1.4,Double Room,1 night, 1 adult,Free cancellation
296,Motel One Berlin-Hauptbahnhof,"Mitte, Berlin","IRR 5,004,005",8.5,Very good,"8,348 reviews",1 double bed,,1.3,Room with Queen Size Bed,1 night, 1 adult,
297,Potsdamer Inn,"Tempelhof-Schöneberg, Berlin","IRR 2,563,076",5.0,Review score,"2,489 reviews",1 large double bed,,2.4,Double Room,1 night, 1 adult,
298,Hotel BELLEVUE am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,242,691",6.6,Review score,865 reviews,1 single bed,,4.4,Single Room,1 night, 1 adult,
299,Alper Hotel am Potsdamer Platz,"Mitte, Berlin","IRR 2,803,364",5.2,Review score,"1,740 reviews",1 single bed,,1.6,Twin Room with Private External Bathroom,1 night, 1 adult,
300,Hotel Amelie Berlin,"Mitte, Berlin","IRR 3,924,710",6.3,Review score,"1,492 reviews",1 single bed,,0.9,Single Room,1 night, 1 adult,
301,Hotel Bleibtreu Berlin by Golden Tulip,"Charlottenburg-Wilmersdorf, Berlin","IRR 3,029,636",7.8,Good,"1,115 reviews",1 double bed,,4.3,Standard Queen Room,1 night, 1 adult,
302,Motel One Berlin-Tiergarten,"Tempelhof-Schöneberg, Berlin","IRR 4,162,996",8.2,Very good,"4,799 reviews",1 large double bed,,2.5,Room with King Size bed,1 night, 1 adult,
303,Motel One Berlin-Alexanderplatz,"Mitte, Berlin","IRR 5,004,005",8.6,Fabulous,"12,885 reviews",1 large double bed,,2.4,Queen Room,1 night, 1 adult,
304,Motel One Berlin-Upper West,"Charlottenburg-Wilmersdorf, Berlin","IRR 5,004,005",8.5,Very good,"7,597 reviews",1 large double bed,,3.2,Room with King Size bed,1 night, 1 adult,
305,Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 4,365,238",8.8,Fabulous,"8,375 reviews",1 single bed,,1.5,Single Room,1 night, 1 adult,Free cancellation
306,Generator Berlin Alexanderplatz,"Mitte, Berlin","IRR 889,067",7.4,Good,"4,965 reviews",1 bunk bed,,2.9,Bed in 8-Bed Dormitory Room,1 night, 1 adult,
307,"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 6,686,023",8.0,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,1 night, 1 adult,Free cancellation
308,Mercure Hotel Berlin Zentrum Superior,"Tempelhof-Schöneberg, Berlin","IRR 3,964,758",7.5,Good,"1,010 reviews",Beds: 1 double or 2 singles,,2.7,Standard Double or Twin Room,1 night, 1 adult,
309,Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 5,967,161",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,1 night, 1 adult,Free cancellation
310,Hotel 38,"Mitte, Berlin","IRR 4,289,147",8.4,Very good,"4,509 reviews",1 single bed,,1.4,Single Room,1 night, 1 adult,
311,Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 3,003,604",7.1,Good,"7,451 reviews",Beds: 1 double or 2 singles,,3.2,Standard Double Room,1 night, 1 adult,
312,ibis budget Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 3,964,758",7.6,Good,"5,527 reviews",2 single beds,,3.2,Twin Room,1 night, 1 adult,
313,Hotel Central Inn am Hauptbahnhof Pension,"Mitte, Berlin","IRR 2,803,364",6.3,Review score,"2,410 reviews",1 single bed,,1.5,Economy Single Room With Shared Toilet,1 night, 1 adult,
314,ibis budget Berlin Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,742,491",7.6,Good,"5,914 reviews",1 double bed,,2.6,Standard Double Room,1 night, 1 adult,
315,Ootel.com,"Marzahn-Hellersdorf, Berlin","IRR 1,143,773",3.7,Review score,"5,332 reviews",1 single bed,,10.4,Bed in Male Dormitory Room,1 night, 1 adult,
316,City Pension Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,472,968",7.2,Good,"1,894 reviews",1 single bed,,5.1,Single Room with Private Shower and Shared Toilet,1 night, 1 adult,
317,Ibis budget Berlin Potsdamer Platz,"Friedrichshain-Kreuzberg, Berlin","IRR 4,365,238",7.5,Good,"13,230 reviews","2 beds (1 double, 1 bunk bed)",,1.4,Double Room,1 night, 1 adult,Free cancellation
318,Motel One Berlin-Hauptbahnhof,"Mitte, Berlin","IRR 5,004,005",8.5,Very good,"8,348 reviews",1 double bed,,1.3,Room with Queen Size Bed,1 night, 1 adult,
319,Potsdamer Inn,"Tempelhof-Schöneberg, Berlin","IRR 2,563,076",5.0,Review score,"2,489 reviews",1 large double bed,,2.4,Double Room,1 night, 1 adult,
320,Hotel BELLEVUE am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,242,691",6.6,Review score,865 reviews,1 single bed,,4.4,Single Room,1 night, 1 adult,
321,Alper Hotel am Potsdamer Platz,"Mitte, Berlin","IRR 2,803,364",5.2,Review score,"1,740 reviews",1 single bed,,1.6,Twin Room with Private External Bathroom,1 night, 1 adult,
322,ibis Berlin Kurfuerstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,964,758",8.0,Very good,"4,711 reviews",1 double bed,,2.7,Double Room,1 night, 1 adult,
325,Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,358,831",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,1 night, 1 adult,Free cancellation
326,Hotel Amelie Berlin,"Mitte, Berlin","IRR 3,924,710",6.3,Review score,"1,492 reviews",1 single bed,,0.9,Single Room,1 night, 1 adult,
327,Motel One Berlin-Tiergarten,"Tempelhof-Schöneberg, Berlin","IRR 4,162,996",8.2,Very good,"4,799 reviews",1 large double bed,,2.5,Room with King Size bed,1 night, 1 adult,
328,TITANIC Comfort Mitte,"Mitte, Berlin","IRR 4,731,678",7.8,Good,"9,406 reviews",1 double bed,,2,Standard Double Room,1 night, 1 adult,Free cancellation
329,Motel One Berlin-Alexanderplatz,"Mitte, Berlin","IRR 5,004,005",8.6,Fabulous,"12,885 reviews",1 large double bed,,2.4,Queen Room,1 night, 1 adult,
330,Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 4,365,238",8.8,Fabulous,"8,375 reviews",1 single bed,,1.5,Single Room,1 night, 1 adult,Free cancellation
331,Generator Berlin Alexanderplatz,"Mitte, Berlin","IRR 889,067",7.4,Good,"4,965 reviews",1 bunk bed,,2.9,Bed in 8-Bed Dormitory Room,1 night, 1 adult,
332,"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 6,686,023",8.0,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,1 night, 1 adult,Free cancellation
333,Mercure Hotel Berlin Zentrum Superior,"Tempelhof-Schöneberg, Berlin","IRR 3,964,758",7.5,Good,"1,010 reviews",Beds: 1 double or 2 singles,,2.7,Standard Double or Twin Room,1 night, 1 adult,
334,Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 5,967,161",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,1 night, 1 adult,Free cancellation
335,Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 3,003,604",7.1,Good,"7,451 reviews",Beds: 1 double or 2 singles,,3.2,Standard Double Room,1 night, 1 adult,
336,ibis budget Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 3,964,758",7.6,Good,"5,527 reviews",2 single beds,,3.2,Twin Room,1 night, 1 adult,
337,Grand Hostel Berlin Classic,"Friedrichshain-Kreuzberg, Berlin","IRR 937,125",8.1,Very good,"3,174 reviews",1 bunk bed,,2,Deluxe 6/7 Beds Dorm shared,1 night, 1 adult,
338,Hotel Central Inn am Hauptbahnhof Pension,"Mitte, Berlin","IRR 2,803,364",6.3,Review score,"2,410 reviews",1 single bed,,1.5,Economy Single Room With Shared Toilet,1 night, 1 adult,
339,ibis budget Berlin Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,742,491",7.6,Good,"5,914 reviews",1 double bed,,2.6,Standard Double Room,1 night, 1 adult,
340,Ootel.com,"Marzahn-Hellersdorf, Berlin","IRR 1,143,773",3.7,Review score,"5,332 reviews",1 single bed,,10.4,Bed in Male Dormitory Room,1 night, 1 adult,
341,City Pension Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,472,968",7.2,Good,"1,894 reviews",1 single bed,,5.1,Single Room with Private Shower and Shared Toilet,1 night, 1 adult,
342,Ibis budget Berlin Potsdamer Platz,"Friedrichshain-Kreuzberg, Berlin","IRR 4,365,238",7.5,Good,"13,230 reviews","2 beds (1 double, 1 bunk bed)",,1.4,Double Room,1 night, 1 adult,Free cancellation
343,Motel One Berlin-Hauptbahnhof,"Mitte, Berlin","IRR 5,004,005",8.5,Very good,"8,348 reviews",1 double bed,,1.3,Room with Queen Size Bed,1 night, 1 adult,
344,Potsdamer Inn,"Tempelhof-Schöneberg, Berlin","IRR 2,563,076",5.0,Review score,"2,489 reviews",1 large double bed,,2.4,Double Room,1 night, 1 adult,
345,Hotel BELLEVUE am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,242,691",6.6,Review score,865 reviews,1 single bed,,4.4,Single Room,1 night, 1 adult,
346,Alper Hotel am Potsdamer Platz,"Mitte, Berlin","IRR 2,803,364",5.2,Review score,"1,740 reviews",1 single bed,,1.6,Twin Room with Private External Bathroom,1 night, 1 adult,
347,ibis Berlin Kurfuerstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,964,758",8.0,Very good,"4,711 reviews",1 double bed,,2.7,Double Room,1 night, 1 adult,
348,Apple City Hotel,"Mitte, Berlin","IRR 2,763,316",6.9,Review score,"2,319 reviews",1 single bed,,2.7,Standard Single Room,1 night, 1 adult,
349,Hotel Orion Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,603,124",6.9,Review score,"1,438 reviews",1 double bed,,5.2,Small Double Room,1 night, 1 adult,
350,Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,358,831",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,1 night, 1 adult,Free cancellation
351,Hotel Amelie Berlin,"Mitte, Berlin","IRR 3,924,710",6.3,Review score,"1,492 reviews",1 single bed,,0.9,Single Room,1 night, 1 adult,
352,Hotel Bleibtreu Berlin by Golden Tulip,"Charlottenburg-Wilmersdorf, Berlin","IRR 3,029,636",7.8,Good,"1,115 reviews",1 double bed,,4.3,Standard Queen Room,1 night, 1 adult,
353,TITANIC Comfort Mitte,"Mitte, Berlin","IRR 4,731,678",7.8,Good,"9,406 reviews",1 double bed,,2,Standard Double Room,1 night, 1 adult,Free cancellation
354,Motel One Berlin-Alexanderplatz,"Mitte, Berlin","IRR 5,004,005",8.6,Fabulous,"12,885 reviews",1 large double bed,,2.4,Queen Room,1 night, 1 adult,
355,Motel One Berlin-Upper West,"Charlottenburg-Wilmersdorf, Berlin","IRR 5,004,005",8.5,Very good,"7,597 reviews",1 large double bed,,3.2,Room with King Size bed,1 night, 1 adult,
356,Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 4,365,238",8.8,Fabulous,"8,375 reviews",1 single bed,,1.5,Single Room,1 night, 1 adult,Free cancellation
357,"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 6,686,023",8.0,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,1 night, 1 adult,Free cancellation
358,Mercure Hotel Berlin Zentrum Superior,"Tempelhof-Schöneberg, Berlin","IRR 3,964,758",7.5,Good,"1,010 reviews",Beds: 1 double or 2 singles,,2.7,Standard Double or Twin Room,1 night, 1 adult,
359,Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 5,967,161",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,1 night, 1 adult,Free cancellation
360,Hotel 38,"Mitte, Berlin","IRR 4,289,147",8.4,Very good,"4,509 reviews",1 single bed,,1.4,Single Room,1 night, 1 adult,
361,Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 3,003,604",7.1,Good,"7,451 reviews",Beds: 1 double or 2 singles,,3.2,Standard Double Room,1 night, 1 adult,
362,ibis budget Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 3,964,758",7.6,Good,"5,527 reviews",2 single beds,,3.2,Twin Room,1 night, 1 adult,
363,Grand Hostel Berlin Classic,"Friedrichshain-Kreuzberg, Berlin","IRR 937,125",8.1,Very good,"3,174 reviews",1 bunk bed,,2,Deluxe 6/7 Beds Dorm shared,1 night, 1 adult,
364,Hotel Central Inn am Hauptbahnhof Pension,"Mitte, Berlin","IRR 2,803,364",6.3,Review score,"2,410 reviews",1 single bed,,1.5,Economy Single Room With Shared Toilet,1 night, 1 adult,
365,ibis budget Berlin Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,742,491",7.6,Good,"5,914 reviews",1 double bed,,2.6,Standard Double Room,1 night, 1 adult,
366,Ootel.com,"Marzahn-Hellersdorf, Berlin","IRR 1,143,773",3.7,Review score,"5,332 reviews",1 single bed,,10.4,Bed in Male Dormitory Room,1 night, 1 adult,
367,City Pension Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,472,968",7.2,Good,"1,894 reviews",1 single bed,,5.1,Single Room with Private Shower and Shared Toilet,1 night, 1 adult,
368,Ibis budget Berlin Potsdamer Platz,"Friedrichshain-Kreuzberg, Berlin","IRR 4,365,238",7.5,Good,"13,230 reviews","2 beds (1 double, 1 bunk bed)",,1.4,Double Room,1 night, 1 adult,Free cancellation
369,Motel One Berlin-Hauptbahnhof,"Mitte, Berlin","IRR 5,004,005",8.5,Very good,"8,348 reviews",1 double bed,,1.3,Room with Queen Size Bed,1 night, 1 adult,
370,Potsdamer Inn,"Tempelhof-Schöneberg, Berlin","IRR 2,563,076",5.0,Review score,"2,489 reviews",1 large double bed,,2.4,Double Room,1 night, 1 adult,
371,Hotel BELLEVUE am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,242,691",6.6,Review score,865 reviews,1 single bed,,4.4,Single Room,1 night, 1 adult,
372,Alper Hotel am Potsdamer Platz,"Mitte, Berlin","IRR 2,803,364",5.2,Review score,"1,740 reviews",1 single bed,,1.6,Twin Room with Private External Bathroom,1 night, 1 adult,
373,ibis Berlin Kurfuerstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,964,758",8.0,Very good,"4,711 reviews",1 double bed,,2.7,Double Room,1 night, 1 adult,
374,Apple City Hotel,"Mitte, Berlin","IRR 2,763,316",6.9,Review score,"2,319 reviews",1 single bed,,2.7,Standard Single Room,1 night, 1 adult,
400,Gem Langham Court Hotel,"Westminster Borough, London","IRR 7,862,534",7.1,Good,"3,154 reviews",1 single bed,,1.6,Single Room,1 night, 1 adult,
401,LUXE HILL GETAWAY,"Muswell Hill, London","IRR 5,097,759",8.2,Very good,152 reviews,1 double bed,,10.8,Deluxe Double Room with Balcony,1 night, 1 adult,Free cancellation
402,Tony's House Hotel,"Westminster Borough, London","IRR 6,443,929",6.1,Review score,"1,491 reviews","2 beds (1 single, 1 double)",,3.3,Family Room (3 Adults),1 night, 1 adult,
403,Tran UK Homestay,"Newham, London","IRR 2,972,674",6.2,Review score,17 reviews,1 double bed,,9.9,Double Room,1 night, 1 adult,
404,"Stylish Studio Apartments, Willesden","Brent, London","IRR 3,774,637",6.9,Review score,16 reviews,1 double bed,30m²,9.9,Deluxe Studio,1 night, 1 adult,
405,Royal London Apartments,"Islington, London","IRR 7,525,756",7.9,Good,214 reviews,"3 beds (2 doubles, 1 sofa bed)",60m²,2.2,Two-Bedroom Apartment,1 night, 1 adult,
406,Jubilee Rooms 15 Minutes Central London,"Brent, London","IRR 4,233,238",7.6,Good,11 reviews,"2 beds (1 single, 1 double)",,8.2,Comfort Triple Room,1 night, 1 adult,
407,Centra Studios,London,"IRR 4,780,736",8.9,Fabulous,299 reviews,1 double bed,25m²,9.7,King Studio,1 night, 1 adult,
408,Modern Appartment,"Hackney, London","IRR 3,174,928",7.9,Good,35 reviews,1 double bed,,6.1,Double Room with Garden View,1 night, 1 adult,
409,Britannia International Hotel Canary Wharf,"Tower Hamlets, London","IRR 3,245,482",5.7,Review score,"20,899 reviews",1 double bed,,7.2,Standard Double Room without Window,1 night, 1 adult,Free cancellation
410,"The May Fair, A Radisson Collection Hotel, Mayfair London","Westminster Borough, London","IRR 15,945,195",8.1,Very good,"5,226 reviews",1 double bed,,1.1,Collection Superior Queen Room,1 night, 1 adult,Free cancellation
411,"Radisson Blu New Providence Wharf Hotel, London","Tower Hamlets, London","IRR 7,760,936",8.8,Fabulous,"7,954 reviews",Beds: 1 double or 2 singles,,8.5,Superior King or Twin Room,1 night, 1 adult,Free cancellation
413,Nobu Hotel London Portman Square,"Westminster Borough, London","IRR 19,237,714",8.6,Fabulous,"1,686 reviews",1 extra-large double bed,,2.3,Superior King Room,1 night, 1 adult,
414,"Signature London, The J Marylebone","Westminster Borough, London","IRR 7,196,504",8.1,Very good,"1,379 reviews",1 double bed,,2.9,Standard Double Room,1 night, 1 adult,
415,Leonardo Royal London St Paul’s,"City of London, London","IRR 12,182,317",8.6,Fabulous,"11,086 reviews",1 extra-large double bed,,2.1,Superior King Room,1 night, 1 adult,
417,"Radisson Blu Vanderbilt Hotel, London","Kensington and Chelsea, London","IRR 10,583,094",7.8,Good,"4,233 reviews",1 single bed,,4,Single Room,1 night, 1 adult,Free cancellation
419,ME London by Melia - Covent Garden,"Westminster Borough, London","IRR 16,180,846",8.5,Very good,"1,639 reviews",1 extra-large double bed,,0.8,Always ME,1 night, 1 adult,
424,Royal Lancaster London,"Westminster Borough, London","IRR 19,237,714",9.0,Superb,"5,791 reviews",Beds: 1 double or 2 singles,,3.3,Classic Room,1 night, 1 adult,
425,Gem Langham Court Hotel,"Westminster Borough, London","IRR 7,862,534",7.1,Good,"3,154 reviews",1 single bed,,1.6,Single Room,1 night, 1 adult,
430,"Radisson Blu Hotel, London Bloomsbury","Camden, London","IRR 12,652,677",8.4,Very good,"5,190 reviews",1 double bed,,1.1,Standard Double Room,1 night, 1 adult,Free cancellation
431,Nobu Hotel London Portman Square,"Westminster Borough, London","IRR 19,237,714",8.6,Fabulous,"1,686 reviews",1 extra-large double bed,,2.3,Superior King Room,1 night, 1 adult,
432,Leonardo Royal London St Paul’s,"City of London, London","IRR 12,182,317",8.6,Fabulous,"11,086 reviews",1 extra-large double bed,,2.1,Superior King Room,1 night, 1 adult,
434,"Radisson Blu Vanderbilt Hotel, London","Kensington and Chelsea, London","IRR 10,583,094",7.8,Good,"4,233 reviews",1 single bed,,4,Single Room,1 night, 1 adult,Free cancellation
435,"The May Fair, A Radisson Collection Hotel, Mayfair London","Westminster Borough, London","IRR 15,945,195",8.1,Very good,"5,226 reviews",1 double bed,,1.1,Collection Superior Queen Room,1 night, 1 adult,Free cancellation
436,Britannia International Hotel Canary Wharf,"Tower Hamlets, London","IRR 3,245,482",5.7,Review score,"20,899 reviews",1 double bed,,7.2,Standard Double Room without Window,1 night, 1 adult,Free cancellation
439,YOTEL London Shoreditch,"Tower Hamlets, London","IRR 4,444,900",7.6,Good,"4,062 reviews",1 double bed,,5.5,Queen Room,1 night, 1 adult,
441,Ember Locke Kensington,"Kensington and Chelsea, London","IRR 7,008,360",8.7,Fabulous,368 reviews,1 large double bed,,4.8,Locke Room,1 night, 1 adult,
442,London Hilton on Park Lane,"Westminster Borough, London","IRR 15,945,195",7.8,Good,"1,613 reviews",1 large double bed,,1.6,Queen Room,1 night, 1 adult,
443,"Radisson Blu New Providence Wharf Hotel, London","Tower Hamlets, London","IRR 7,760,936",8.8,Fabulous,"7,954 reviews",Beds: 1 double or 2 singles,,8.5,Superior King or Twin Room,1 night, 1 adult,Free cancellation
446,YOTEL London City,"Islington, London","IRR 10,540,762",8.0,Very good,"6,625 reviews",1 double bed,,2.3,Queen Room,1 night, 1 adult,
447,Jumeirah Lowndes London,"Kensington and Chelsea, London","IRR 17,836,042",8.0,Very good,521 reviews,Beds: 1 double or 2 singles,,2.3,Superior Double Room,1 night, 1 adult,
